"id"	"geneNum"	"description"	"gene"
"162582"	294	"Signal Transduction"	"YAL024C,YAL029C,YAL040C,YAL048C,YBL002W,YBL003C,YBL016W,YBL041W,YBL047C,YBL052C,YBL091C-A,YBL105C,YBR009C,YBR010W,YBR028C,YBR034C,YBR058C,YBR097W,YBR109C,YBR127C,YBR140C,YBR154C,YBR179C,YBR181C,YBR200W,YBR201W,YBR204C,YBR234C,YBR260C,YBR270C,YCL005W-A,YCR027C,YCR038C,YCR065W,YCR088W,YDL007W,YDL029W,YDL090C,YDL091C,YDL097C,YDL114W,YDL126C,YDL135C,YDL140C,YDL147W,YDL159W,YDL168W,YDL185W,YDL225W,YDL230W,YDR005C,YDR043C,YDR057W,YDR069C,YDR096W,YDR189W,YDR208W,YDR218C,YDR224C,YDR225W,YDR284C,YDR379W,YDR389W,YDR394W,YDR404C,YDR422C,YDR427W,YDR477W,YDR503C,YEL027W,YEL051W,YER012W,YER020W,YER021W,YER027C,YER040W,YER073W,YER075C,YER093C,YER094C,YER120W,YER125W,YER144C,YER148W,YER155C,YER169W,YFL007W,YFL021W,YFL039C,YFL048C,YFR004W,YFR028C,YFR050C,YFR052W,YGL011C,YGL048C,YGL049C,YGL070C,YGL106W,YGL115W,YGL179C,YGL206C,YGL208W,YGR005C,YGR009C,YGR020C,YGR040W,YGR059W,YGR108W,YGR109C,YGR135W,YGR136W,YGR152C,YGR162W,YGR163W,YGR186W,YGR218W,YGR232W,YGR252W,YGR253C,YHL002W,YHL007C,YHR012W,YHR023W,YHR026W,YHR027C,YHR030C,YHR039C-A,YHR042W,YHR107C,YHR143W-A,YHR146W,YHR200W,YHR205W,YIL007C,YIL021W,YIL033C,YIL034C,YIL035C,YIL062C,YIL070C,YIL075C,YIL113W,YIL118W,YIL131C,YIL148W,YIR006C,YIR033W,YJL001W,YJL006C,YJL053W,YJL058C,YJL110C,YJL140W,YJL154C,YJL164C,YJL197W,YJL201W,YJR017C,YJR059W,YJR065C,YJR076C,YJR126C,YKL013C,YKL019W,YKL020C,YKL049C,YKL058W,YKL080W,YKL094W,YKL107W,YKL126W,YKL139W,YKL145W,YKL166C,YKL171W,YKL190W,YKL198C,YKL203C,YKR031C,YKR044W,YKR055W,YKR094C,YLR026C,YLR080W,YLR113W,YLR118C,YLR167W,YLR207W,YLR226W,YLR229C,YLR240W,YLR260W,YLR310C,YLR314C,YLR370C,YLR422W,YLR426W,YLR433C,YLR447C,YML001W,YML013W,YML057W,YML092C,YML121W,YMR006C,YMR008C,YMR017W,YMR036C,YMR043W,YMR054W,YMR110C,YMR186W,YMR199W,YMR232W,YMR233W,YMR304W,YMR314W,YNL006W,YNL007C,YNL012W,YNL030W,YNL031C,YNL053W,YNL079C,YNL084C,YNL090W,YNL098C,YNL112W,YNL128W,YNL135C,YNL173C,YNL180C,YNL181W,YNL280C,YNL298W,YNR035C,YOL005C,YOL011W,YOL012C,YOL013C,YOL038W,YOL065C,YOL078W,YOL081W,YOL100W,YOL113W,YOR027W,YOR039W,YOR061W,YOR117W,YOR127W,YOR134W,YOR151C,YOR157C,YOR194C,YOR208W,YOR210W,YOR224C,YOR246C,YOR256C,YOR259C,YOR261C,YOR270C,YOR295W,YOR326W,YOR327C,YOR332W,YOR357C,YOR360C,YOR362C,YOR374W,YPL033C,YPL061W,YPL090C,YPL115C,YPL170W,YPL176C,YPL183C,YPL203W,YPL240C,YPL242C,YPL256C,YPL268W,YPR036W,YPR054W,YPR068C,YPR103W,YPR108W,YPR119W,YPR120C,YPR165W,YPR187W,YPR188C"
"162658"	3	"Golgi Cisternae Pericentriolar Stack Reorganization"	"YDR517W,YFL038C,YMR001C"
"162710"	6	"Synthesis of glycosylphosphatidylinositol (GPI)"	"YBR004C,YGL142C,YJL091C,YKL165C,YMR281W,YOR149C"
"1630316"	2	"Glycosaminoglycan metabolism"	"YKL001C,YPR003C"
"163125"	9	"Post-translational modification: synthesis of GPI-anchored proteins"	"YBR004C,YDR481C,YGL142C,YJL091C,YJL132W,YKL165C,YLL029W,YMR281W,YOR149C"
"163200"	28	"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	"Q0085,Q0105,Q0130,YBL045C,YBL099W,YBR039W,YDL004W,YDR298C,YDR529C,YEL024W,YEL039C,YFR033C,YGR183C,YGR207C,YHR024C,YJL166W,YJL172W,YJR048W,YJR090C,YJR121W,YKL016C,YLR163C,YOR065W,YOR356W,YPL078C,YPL271W,YPR004C,YPR020W"
"163210"	12	"Formation of ATP by chemiosmotic coupling"	"Q0085,Q0130,YBL099W,YBR039W,YDL004W,YDR298C,YJR090C,YJR121W,YKL016C,YPL078C,YPL271W,YPR020W"
"163282"	5	"Mitochondrial transcription initiation"	"YBR089C-A,YDL002C,YDR174W,YKL032C,YMR072W"
"1632852"	51	"Macroautophagy"	"YAL008W,YBL078C,YBL088C,YBR097W,YBR217W,YDL149W,YDR092W,YDR244W,YDR422C,YDR424C,YDR477W,YDR486C,YDR488C,YER027C,YFL037W,YFR021W,YGL087C,YGL115W,YGL180W,YGL208W,YGR223C,YHR146W,YHR171W,YIL035C,YIL148W,YJR059W,YJR110W,YKL002W,YKL041W,YKL198C,YKL209C,YKR054C,YKR094C,YKR103W,YLR025W,YLR167W,YLR240W,YLR360W,YML085C,YML124C,YMR077C,YNL021W,YNL173C,YNR007C,YOR039W,YOR061W,YPL100W,YPL120W,YPL149W,YPR049C,YPR185W"
"163359"	4	"Glucagon signaling in metabolic regulation"	"YIL033C,YJL164C,YKL166C,YPL203W"
"163560"	1	"Triglyceride catabolism"	"YIL155C"
"163615"	4	"PKA activation"	"YIL033C,YJL164C,YKL166C,YPL203W"
"163680"	7	"AMPK inhibits chREBP transcriptional activation activity"	"YDR422C,YDR477W,YER027C,YGL115W,YGL208W,YHR146W,YNL173C"
"163685"	23	"Integration of energy metabolism"	"YBL105C,YBR241C,YDL052C,YDR422C,YDR477W,YER020W,YER027C,YGL104C,YGL115W,YGL208W,YGR152C,YHR146W,YIL009W,YIL033C,YJL164C,YKL166C,YLR354C,YMR246W,YNL173C,YNR016C,YOR317W,YPL203W,YPL268W"
"163754"	1	"Insulin effects increased synthesis of Xylulose-5-Phosphate"	"YLR354C"
"163765"	2	"ChREBP activates metabolic gene expression"	"YDL052C,YNR016C"
"163841"	12	"Gamma carboxylation, hypusine formation and arylsulfatase activation"	"YBL071W-A,YDR385W,YDR410C,YEL034W,YHR068W,YIL103W,YJR047C,YJR070C,YKL191W,YLR143W,YLR172C,YOR133W"
"1640170"	164	"Cell Cycle"	"YAL040C,YAR007C,YBL002W,YBL003C,YBL023C,YBL035C,YBL041W,YBL088C,YBL097W,YBL105C,YBR009C,YBR010W,YBR060C,YBR087W,YBR088C,YBR160W,YBR202W,YBR278W,YDL003W,YDL007W,YDL017W,YDL064W,YDL097C,YDL101C,YDL102W,YDL108W,YDL132W,YDL147W,YDL164C,YDR013W,YDR052C,YDR121W,YDR224C,YDR225W,YDR325W,YDR328C,YDR394W,YDR427W,YDR460W,YDR477W,YDR486C,YDR489W,YDR510W,YDR517W,YEL032W,YER012W,YER021W,YER047C,YER094C,YER173W,YFL007W,YFL008W,YFL037W,YFL038C,YFR004W,YFR027W,YFR028C,YFR031C,YFR050C,YFR052W,YGL003C,YGL011C,YGL048C,YGL097W,YGL116W,YGL201C,YGR098C,YGR108W,YGR109C,YGR135W,YGR188C,YGR253C,YHR027C,YHR164C,YHR200W,YIL007C,YIL026C,YIL035C,YIL075C,YIL104C,YIL148W,YIL150C,YIR008C,YJL001W,YJL013C,YJL030W,YJL065C,YJL072C,YJL074C,YJL187C,YJL194W,YJR006W,YJR059W,YJR068W,YKL002W,YKL041W,YKL045W,YKL049C,YKL113C,YKL145W,YKL161C,YKL198C,YKR094C,YLL004W,YLR025W,YLR086W,YLR103C,YLR167W,YLR175W,YLR272C,YLR274W,YLR288C,YLR293C,YLR347C,YML065W,YML085C,YML092C,YML124C,YMR001C,YMR036C,YMR076C,YMR077C,YMR165C,YMR199W,YMR233W,YMR235C,YMR314W,YNL030W,YNL031C,YNL102W,YNL261W,YNL262W,YNL265C,YNL280C,YNL290W,YNL312W,YOL012C,YOL038W,YOL094C,YOL133W,YOL146W,YOR026W,YOR039W,YOR061W,YOR117W,YOR157C,YOR217W,YOR259C,YOR261C,YOR295W,YOR362C,YOR368W,YPL194W,YPL209C,YPL256C,YPR019W,YPR025C,YPR103W,YPR108W,YPR119W,YPR120C,YPR162C,YPR173C,YPR175W"
"164378"	4	"PKA activation in glucagon signalling"	"YIL033C,YJL164C,YKL166C,YPL203W"
"165158"	3	"Activation of AKT2"	"YHR205W,YKL126W,YOL100W"
"165159"	18	"MTOR signalling"	"YBR028C,YBR181C,YCR027C,YDR422C,YDR477W,YER027C,YGL049C,YGL115W,YGL208W,YGR162W,YGR163W,YHR146W,YJR059W,YKL198C,YML121W,YNL135C,YNL173C,YPL090C"
"166016"	17	"Toll Like Receptor 4 (TLR4) Cascade"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"1660499"	8	"Synthesis of PIPs at the plasma membrane"	"YDR208W,YIL002C,YJL100W,YJR110W,YNL106C,YNL128W,YOL065C,YOR109W"
"1660514"	10	"Synthesis of PIPs at the Golgi membrane"	"YBR097W,YDL137W,YDL192W,YJL100W,YKL212W,YLR240W,YLR305C,YNL128W,YNL267W,YOL065C"
"1660516"	4	"Synthesis of PIPs at the early endosome membrane"	"YBR097W,YJL100W,YJR110W,YLR240W"
"1660517"	3	"Synthesis of PIPs at the late endosome membrane"	"YBR097W,YJR110W,YLR240W"
"166058"	17	"MyD88:MAL(TIRAP) cascade initiated on plasma membrane"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"1660661"	14	"Sphingolipid de novo biosynthesis"	"YBR265W,YDR284C,YDR294C,YDR503C,YHL003C,YJL054W,YJL134W,YKL008C,YKR053C,YLR260W,YMR110C,YMR272C,YOR171C,YPL087W"
"1660662"	3	"Glycosphingolipid metabolism"	"YCR026C,YEL016C,YER019W"
"166166"	17	"MyD88-independent TLR4 cascade "	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"166187"	1	"Mitochondrial Uncoupling"	"YJL172W"
"166208"	6	"mTORC1-mediated signalling"	"YBR028C,YBR181C,YGL049C,YGR162W,YNL135C,YPL090C"
"166520"	13	"Signaling by NTRKs"	"YBL016W,YBR028C,YGR040W,YHR030C,YHR205W,YIL113W,YKL126W,YKL171W,YLR113W,YMR043W,YNL053W,YPR054W,YPR165W"
"167044"	2	"Signalling to RAS"	"YKL171W,YLR113W"
"168138"	17	"Toll Like Receptor 9 (TLR9) Cascade"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"168142"	17	"Toll Like Receptor 10 (TLR10) Cascade"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"168164"	17	"Toll Like Receptor 3 (TLR3) Cascade"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"168176"	17	"Toll Like Receptor 5 (TLR5) Cascade"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"168179"	17	"Toll Like Receptor TLR1:TLR2 Cascade"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"168181"	17	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"168188"	17	"Toll Like Receptor TLR6:TLR2 Cascade"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"168249"	219	"Innate Immune System"	"YAL026C,YAL030W,YAL038W,YBL016W,YBL037W,YBL041W,YBL064C,YBL105C,YBL113C,YBR028C,YBR089C-A,YBR109C,YBR118W,YBR127C,YBR196C,YBR234C,YBR241C,YBR260C,YBR284W,YCL005W-A,YCL040W,YCR026C,YCR073C,YCR088W,YCR094W,YDL029W,YDL052C,YDL066W,YDL091C,YDL092W,YDL097C,YDL126C,YDL147W,YDL159W,YDL185W,YDR063W,YDR093W,YDR101C,YDR238C,YDR256C,YDR284C,YDR379W,YDR385W,YDR389W,YDR424C,YDR427W,YDR453C,YDR457W,YDR503C,YDR516C,YEL002C,YEL009C,YEL027W,YEL029C,YEL051W,YER021W,YER045C,YER120W,YER132C,YER136W,YER155C,YER166W,YFL005W,YFL037W,YFL039C,YFR004W,YFR018C,YFR053C,YGL040C,YGL104C,YGL197W,YGL253W,YGR009C,YGR020C,YGR038W,YGR040W,YGR152C,YGR240C,YGR253C,YGR284C,YHL007C,YHL050C,YHR026W,YHR027C,YHR030C,YHR039C-A,YHR042W,YHR047C,YHR129C,YHR171W,YHR216W,YIL005W,YIL017C,YIL036W,YIL043C,YIL062C,YIL075C,YIL113W,YIL118W,YIL137C,YIL142W,YIL148W,YIL160C,YIL177C,YIR010W,YJL008C,YJL070C,YJL073W,YJL078C,YJL079C,YJL128C,YJL137C,YJL146W,YJL225C,YJR032W,YJR065C,YKL013C,YKL067W,YKL080W,YKL127W,YKL139W,YKL145W,YKL157W,YKL171W,YKL189W,YKL190W,YKR013W,YKR031C,YKR054C,YKR055W,YKR058W,YKR084C,YKR093W,YKR094C,YLL024C,YLR113W,YLR167W,YLR209C,YLR216C,YLR229C,YLR245C,YLR262C,YLR347C,YLR350W,YLR351C,YLR370C,YLR422W,YLR432W,YLR433C,YLR441C,YLR446W,YLR447C,YML001W,YML013W,YML019W,YML022W,YML028W,YML035C,YML056C,YML057W,YML063W,YML077W,YML092C,YML133C,YMR017W,YMR054W,YMR106C,YMR110C,YMR162C,YMR186W,YMR205C,YMR224C,YMR278W,YMR284W,YNL045W,YNL053W,YNL090W,YNL138W,YNL167C,YNL265C,YNL304W,YNL339C,YNR035C,YOL100W,YOL110W,YOR039W,YOR042W,YOR057W,YOR076C,YOR085W,YOR089C,YOR117W,YOR127W,YOR133W,YOR157C,YOR204W,YOR231W,YOR261C,YOR270C,YOR320C,YOR327C,YOR332W,YOR347C,YPL111W,YPL115C,YPL123C,YPL140C,YPL154C,YPL170W,YPL240C,YPL242C,YPL259C,YPR036W,YPR054W,YPR080W,YPR108W,YPR160W,YPR165W,YPR184W"
"168256"	318	"Immune System"	"YAL024C,YAL026C,YAL030W,YAL038W,YAL040C,YBL009W,YBL016W,YBL037W,YBL041W,YBL064C,YBL084C,YBL105C,YBL113C,YBR028C,YBR082C,YBR089C-A,YBR109C,YBR118W,YBR127C,YBR196C,YBR234C,YBR241C,YBR260C,YBR270C,YBR284W,YCL005W-A,YCL040W,YCL057W,YCR026C,YCR038C,YCR072C,YCR073C,YCR088W,YCR094W,YDL007W,YDL008W,YDL029W,YDL052C,YDL066W,YDL091C,YDL092W,YDL097C,YDL126C,YDL132W,YDL147W,YDL159W,YDL185W,YDL190C,YDR054C,YDR059C,YDR063W,YDR092W,YDR093W,YDR101C,YDR118W,YDR177W,YDR216W,YDR238C,YDR256C,YDR284C,YDR328C,YDR379W,YDR385W,YDR389W,YDR394W,YDR424C,YDR427W,YDR453C,YDR457W,YDR503C,YDR516C,YEL002C,YEL009C,YEL012W,YEL027W,YEL029C,YEL051W,YER012W,YER021W,YER045C,YER093C,YER094C,YER100W,YER120W,YER125W,YER132C,YER136W,YER155C,YER166W,YFL005W,YFL007W,YFL037W,YFL039C,YFR004W,YFR018C,YFR050C,YFR052W,YFR053C,YGL003C,YGL011C,YGL021W,YGL040C,YGL048C,YGL058W,YGL087C,YGL104C,YGL116W,YGL141W,YGL197W,YGL240W,YGL253W,YGR003W,YGR009C,YGR020C,YGR038W,YGR040W,YGR108W,YGR109C,YGR135W,YGR152C,YGR184C,YGR240C,YGR253C,YGR284C,YHL007C,YHL050C,YHR026W,YHR027C,YHR030C,YHR039C-A,YHR042W,YHR047C,YHR098C,YHR129C,YHR166C,YHR171W,YHR200W,YHR205W,YHR216W,YIL005W,YIL007C,YIL017C,YIL036W,YIL043C,YIL062C,YIL075C,YIL109C,YIL113W,YIL118W,YIL137C,YIL142W,YIL148W,YIL160C,YIL169C,YIL177C,YIR010W,YIR033W,YJL001W,YJL008C,YJL058C,YJL070C,YJL073W,YJL078C,YJL079C,YJL128C,YJL137C,YJL146W,YJL225C,YJR032W,YJR065C,YJR141W,YKL010C,YKL013C,YKL020C,YKL022C,YKL059C,YKL067W,YKL080W,YKL126W,YKL127W,YKL139W,YKL145W,YKL157W,YKL171W,YKL189W,YKL190W,YKL203C,YKL210W,YKL213C,YKR013W,YKR017C,YKR031C,YKR054C,YKR055W,YKR058W,YKR084C,YKR093W,YKR094C,YLL024C,YLR024C,YLR097C,YLR113W,YLR127C,YLR167W,YLR209C,YLR216C,YLR229C,YLR245C,YLR262C,YLR306W,YLR310C,YLR347C,YLR350W,YLR351C,YLR370C,YLR422W,YLR432W,YLR433C,YLR441C,YLR446W,YLR447C,YML001W,YML013W,YML019W,YML022W,YML028W,YML035C,YML056C,YML057W,YML063W,YML068W,YML077W,YML088W,YML092C,YML133C,YMR017W,YMR022W,YMR054W,YMR106C,YMR110C,YMR162C,YMR186W,YMR199W,YMR205C,YMR224C,YMR247C,YMR278W,YMR284W,YMR314W,YNL006W,YNL045W,YNL049C,YNL053W,YNL090W,YNL128W,YNL135C,YNL138W,YNL167C,YNL172W,YNL265C,YNL298W,YNL304W,YNL339C,YNR031C,YNR035C,YOL038W,YOL078W,YOL100W,YOL110W,YOL113W,YOL133W,YOL155C,YOR039W,YOR042W,YOR057W,YOR076C,YOR085W,YOR089C,YOR117W,YOR127W,YOR133W,YOR157C,YOR204W,YOR231W,YOR249C,YOR259C,YOR261C,YOR270C,YOR320C,YOR327C,YOR332W,YOR339C,YOR347C,YOR362C,YPL046C,YPL111W,YPL115C,YPL123C,YPL140C,YPL154C,YPL170W,YPL218W,YPL240C,YPL242C,YPL256C,YPL259C,YPR036W,YPR054W,YPR066W,YPR080W,YPR103W,YPR108W,YPR119W,YPR120C,YPR160W,YPR165W,YPR181C,YPR184W"
"168638"	5	"NOD1/2 Signaling Pathway"	"YDL159W,YJL128C,YLR113W,YOR231W,YPL140C"
"168643"	8	"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	"YDL159W,YJL128C,YLR113W,YMR186W,YOR057W,YOR231W,YPL140C,YPL240C"
"168898"	18	"Toll-like Receptor Cascades"	"YBL016W,YBR028C,YBR089C-A,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"168928"	11	"DDX58/IFIH1-mediated induction of interferon-alpha/beta"	"YBL113C,YHL050C,YIL148W,YIL177C,YJL225C,YKR094C,YLR167W,YLR441C,YML063W,YML133C,YNL339C"
"169893"	3	"Prolonged ERK activation events"	"YBL016W,YGR040W,YHR030C"
"169911"	4	"Regulation of Apoptosis"	"YKR001C,YKR087C,YLL001W,YOR211C"
"170822"	5	"Regulation of Glucokinase by Glucokinase Regulatory Protein"	"YCL040W,YDR516C,YFR053C,YGL253W,YLR446W"
"170968"	3	"Frs2-mediated activation"	"YBL016W,YGR040W,YHR030C"
"171007"	2	"p38MAPK events"	"YKL171W,YLR113W"
"171319"	2	"Telomere Extension By Telomerase"	"YIL104C,YLR175W"
"173599"	1	"Formation of the active cofactor, UDP-glucuronate"	"YKL035W"
"174143"	7	"APC/C-mediated degradation of cell cycle proteins"	"YFR028C,YGL003C,YGL116W,YGR188C,YJL013C,YJL030W,YOR026W"
"174362"	2	"Transport and synthesis of PAPS"	"YKL001C,YPR003C"
"174403"	5	"Glutathione synthesis and recycling"	"YER163C,YFR044C,YKL215C,YLR299W,YOL049W"
"174824"	12	"Plasma lipoprotein assembly, remodeling, and clearance"	"YBL037W,YDR058C,YEL060C,YGL206C,YGR167W,YGR263C,YJR005W,YJR058C,YJR098C,YKL135C,YOL062C,YPL006W"
"176187"	14	"Activation of ATR in response to replication stress"	"YAR007C,YBR087W,YDR477W,YER173W,YJR059W,YJR068W,YKL198C,YLR288C,YMR036C,YNL290W,YNL312W,YOL094C,YOR368W,YPL194W"
"176407"	2	"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase"	"YFR028C,YGL003C"
"176408"	5	"Regulation of APC/C activators between G1/S and early anaphase"	"YGL116W,YGR188C,YJL013C,YJL030W,YOR026W"
"176974"	4	"Unwinding of DNA"	"YDR013W,YDR489W,YJL072C,YOL146W"
"1799339"	107	"SRP-dependent cotranslational protein targeting to membrane"	"YBL027W,YBL072C,YBL087C,YBL092W,YBR031W,YBR048W,YBR084C-A,YBR181C,YBR189W,YBR191W,YCR031C,YDL075W,YDL083C,YDL092W,YDL130W,YDL136W,YDL191W,YDR012W,YDR025W,YDR064W,YDR382W,YDR418W,YDR447C,YDR450W,YDR500C,YEL054C,YER074W,YER102W,YER117W,YFL034C-A,YFR031C-A,YFR032C-A,YGL030W,YGL031C,YGL076C,YGL103W,YGL123W,YGL135W,YGL189C,YGR027C,YGR034W,YGR085C,YGR118W,YGR214W,YHL001W,YHL015W,YHR010W,YHR021C,YHR141C,YHR203C,YIL018W,YIL069C,YIL133C,YIL148W,YJL136C,YJL189W,YJL190C,YJL191W,YJR123W,YJR145C,YKL122C,YKL156W,YKL180W,YKR094C,YLL045C,YLR029C,YLR061W,YLR075W,YLR167W,YLR185W,YLR264W,YLR325C,YLR340W,YLR344W,YLR388W,YLR406C,YLR448W,YML026C,YML063W,YML105C,YMR121C,YMR142C,YMR143W,YMR230W,YNL067W,YNL162W,YNL178W,YNL301C,YNL302C,YOL040C,YOL120C,YOL121C,YOL127W,YOR063W,YOR096W,YOR293W,YOR369C,YPL090C,YPL131W,YPL143W,YPL210C,YPL220W,YPL243W,YPL249C-A,YPR088C,YPR102C,YPR132W"
"180024"	4	"DARPP-32 events"	"YIL033C,YJL164C,YKL166C,YPL203W"
"180786"	2	"Extension of Telomeres"	"YIL104C,YLR175W"
"181438"	17	"Toll Like Receptor 2 (TLR2) Cascade"	"YBL016W,YBR028C,YDL159W,YEL009C,YER045C,YGR040W,YHR030C,YIL036W,YIL113W,YJL128C,YKL171W,YLR113W,YNL053W,YNL167C,YOR231W,YPL140C,YPR054W"
"1834949"	1	"Cytosolic sensors of pathogen-associated DNA "	"YMR224C"
"1852241"	24	"Organelle biogenesis and maintenance"	"Q0085,Q0130,YBL099W,YBR039W,YDL004W,YDL137W,YDL192W,YDR298C,YEL022W,YER031C,YFL037W,YGL210W,YJR031C,YJR090C,YJR121W,YKL016C,YML085C,YML124C,YNL021W,YNL272C,YPL078C,YPL271W,YPR020W,YPR095C"
"1855167"	5	"Synthesis of pyrophosphates in the cytosol"	"YDR017C,YDR173C,YDR315C,YLR410W,YOR163W"
"1855183"	5	"Synthesis of IP2, IP, and Ins in the cytosol"	"YDR287W,YHR046C,YJL153C,YNL106C,YOL065C"
"1855191"	3	"Synthesis of IPs in the nucleus"	"YDR017C,YDR173C,YDR315C"
"1855204"	4	"Synthesis of IP3 and IP4 in the cytosol"	"YNL106C,YNL128W,YOL065C,YPL268W"
"187037"	13	"Signaling by NTRK1 (TRKA)"	"YBL016W,YBR028C,YGR040W,YHR030C,YHR205W,YIL113W,YKL126W,YKL171W,YLR113W,YMR043W,YNL053W,YPR054W,YPR165W"
"187687"	5	"Signalling to ERKs"	"YBL016W,YGR040W,YHR030C,YKL171W,YLR113W"
"189200"	2	"Cellular hexose transport"	"YBR241C,YGL104C"
"189445"	15	"Metabolism of porphyrins"	"YDL205C,YDR044W,YDR047W,YDR135C,YDR232W,YER014W,YER141W,YGL040C,YHL035C,YLL015W,YLL048C,YLR189C,YOR176W,YOR278W,YPL172C"
"189451"	10	"Heme biosynthesis"	"YDL205C,YDR044W,YDR047W,YDR232W,YER014W,YER141W,YGL040C,YOR176W,YOR278W,YPL172C"
"189483"	5	"Heme degradation"	"YDR135C,YHL035C,YLL015W,YLL048C,YLR189C"
"190828"	7	"Gap junction trafficking"	"YFL039C,YGL206C,YGR167W,YKR001C,YLL001W,YOL062C,YOR211C"
"190873"	7	"Gap junction degradation"	"YFL039C,YGL206C,YGR167W,YKR001C,YLL001W,YOL062C,YOR211C"
"191273"	16	"Cholesterol biosynthesis"	"YGL001C,YGR060W,YGR175C,YHR007C,YHR072W,YHR190W,YJL167W,YLR056W,YLR242C,YML075C,YML126C,YMR208W,YNL280C,YNR043W,YPL069C,YPL117C"
"192105"	8	"Synthesis of bile acids and bile salts"	"YAR042W,YDL019C,YGL001C,YGR060W,YHR073W,YJR019C,YKR009C,YPL145C"
"193048"	2	"Androgen biosynthesis"	"YGL001C,YIL049W"
"193144"	3	"Estrogen biosynthesis"	"YDL114W,YLR426W,YPL033C"
"193368"	3	"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"	"YGL001C,YJR019C,YKR009C"
"193648"	1	"NRAGE signals death through JNK"	"YPR054W"
"193704"	1	"p75 NTR receptor-mediated signalling"	"YPR054W"
"193775"	1	"Synthesis of bile acids and bile salts via 24-hydroxycholesterol"	"YGL001C"
"193807"	1	"Synthesis of bile acids and bile salts via 27-hydroxycholesterol"	"YGL001C"
"193993"	1	"Mineralocorticoid biosynthesis"	"YGL001C"
"194002"	1	"Glucocorticoid biosynthesis"	"YGL001C"
"194068"	9	"Bile acid and bile salt metabolism"	"YAR042W,YDL019C,YGL001C,YGR060W,YGR281W,YHR073W,YJR019C,YKR009C,YPL145C"
"194138"	17	"Signaling by VEGF"	"YBL105C,YBR109C,YBR270C,YER093C,YHR042W,YHR205W,YJL058C,YKL126W,YKL171W,YKL203C,YLR113W,YLR260W,YMR186W,YNL006W,YOL078W,YOL100W,YPL240C"
